Time (Z),Diff_Min,MWS_Wind_Dir,CYYR_Wind_Dir,MWS_Wind_Spd,CYYR_Wind_Spd,MWS_Wind_Gust,CYYR_Wind_Gust,MWS_Vis,CYYR_Vis,MWS_Wx,CYYR_Wx,MWS_Temp,CYYR_Temp,MWS_Dew,CYYR_Dew,MWS_QNH,CYYR_QNH
22. 02:55Z,5,10,360,7,7,,,6SM,15SM,///024 ///025 ///026 -60.4006°;02/22/2026 0255Z,CYYR OVC027,M8,M08,M12,M11,A3015,A3020
22. 03:15Z,4,10,360,6,8,8.0,,6SM,15SM,///020 ///021 ///022 -60.4006°;02/22/2026 0315Z,CYYR -SN OVC027,M8,M08,M12,M11,A3014,A3020
22. 03:35Z,4,20,10,8,9,12.0,,6SM,15SM,///018 ///019 ///020 -60.4006°;02/22/2026 0335Z,CYYR -SN OVC020,M8,M08,M12,M10,A3015,A3020
22. 03:55Z,5,30,360,9,9,13.0,17.0,6SM,15SM,///019 -60.4006°;02/22/2026 0355Z,CYYR -SN OVC020,M8,M07,M12,M11,A3015,A3020
22. 04:15Z,15,30,360,7,9,9.0,17.0,6SM,15SM,///019 -60.4006°;02/22/2026 0415Z,CYYR -SN OVC020,M7,M07,M12,M11,A3015,A3020
22. 04:55Z,5,10,360,10,7,13.0,,6SM,12SM,///018 ///019 -60.4006°;02/22/2026 0455Z,CYYR -SN OVC019,M7,M07,M12,M11,A3016,A3021
22. 05:15Z,15,10,360,8,7,10.0,,6SM,12SM,///019 -60.4006°;02/22/2026 0515Z,CYYR -SN OVC019,M7,M07,M12,M11,A3016,A3021
22. 05:55Z,5,20,360,6,9,7.0,,6SM,10SM,///019 ///021 ///023 -60.4006°;02/22/2026 0555Z,CYYR -SN OVC023,M7,M07,M12,M11,A3016,A3022
22. 06:15Z,15,30,360,3,9,4.0,,6SM,10SM,///018 ///021 ///022 ///023 -60.4006°;02/22/2026 0615Z,CYYR -SN OVC023,M8,M07,M12,M11,A3017,A3022
22. 06:55Z,5,10,360,9,8,12.0,,6SM,12SM,///023 ///024 ///026 -60.4006°;02/22/2026 0655Z,CYYR -SN OVC024,M8,M08,M12,M12,A3018,A3023
22. 07:15Z,15,10,360,7,8,9.0,,6SM,12SM,///023 ///024 ///026 -60.4006°;02/22/2026 0715Z,CYYR -SN OVC024,M8,M08,M12,M12,A3018,A3023
22. 07:35Z,2,10,350,8,9,10.0,,6SM,15SM,///024 ///025 -60.4006°;02/22/2026 0735Z,CYYR -SN OVC026,M8,M08,M12,M12,A3018,A3023
22. 07:55Z,5,10,320,10,12,12.0,,6SM,15SM,///024 ///025 ///026 -60.4006°;02/22/2026 0755Z,CYYR -SN OVC026,M8,M08,M13,M12,A3018,A3024
22. 08:15Z,15,350,320,10,12,13.0,,6SM,15SM,///025 ///026 -60.4006°;02/22/2026 0815Z,CYYR -SN OVC026,M9,M08,M13,M12,A3019,A3024
22. 08:35Z,2,350,320,10,11,11.0,,6SM,15SM,///022 ///023 ///024 -60.4006°;02/22/2026 0835Z,CYYR -SN OVC024,M9,M10,M14,M12,A3019,A3024
22. 08:55Z,5,350,330,11,13,14.0,,6SM,15SM,///024 -60.4006°;02/22/2026 0855Z,CYYR -SN OVC024,M10,M10,M14,M13,A3019,A3025
22. 12:02Z,2,360,330,9,9,10.0,,6SM,15SM,CLR -60.4006°;02/22/2026 1202Z,CYYR -SN BKN023,M11,M11,M16,M14,A3022,A3026
22. 12:02Z,2,10,330,11,9,,,6SM,15SM,CLR -60.4006°;02/22/2026 1202Z,CYYR -SN BKN023,M11,M11,M16,M14,A3022,A3026
22. 13:00Z,0,360,330,9,10,10.0,,6SM,15SM,010V360 CLR -60.4006°;02/22/2026 1300Z,CYYR -SN BKN022,M11,M11,M16,M14,A3023,A3027
22. 13:01Z,1,350,330,10,10,11.0,,6SM,15SM,CLR -60.4006°;02/22/2026 1301Z,CYYR -SN BKN022,M11,M11,M16,M14,A3022,A3027
22. 13:15Z,15,350,330,11,10,14.0,,6SM,15SM,///021 ///022 -60.4006°;02/22/2026 1315Z,CYYR -SN BKN022,M11,M11,M16,M14,A3023,A3027
22. 13:55Z,5,350,320,9,10,11.0,,6SM,15SM,///020 ///021 ///022 -60.4006°;02/22/2026 1355Z,CYYR -SN BKN021,M10,M10,M16,M15,A3024,A3029
22. 14:15Z,15,350,320,9,10,12.0,,6SM,15SM,///021 ///022 ///023 -60.4006°;02/22/2026 1415Z,CYYR -SN BKN021,M10,M10,M16,M15,A3024,A3029
22. 14:55Z,5,340,290,8,3,9.0,,6SM,15SM,///021 -60.4006°;02/22/2026 1455Z,CYYR -SN BKN021,M10,M09,M16,M15,A3024,A3028
22. 15:15Z,15,310,290,6,3,,,6SM,15SM,///021 -60.4006°;02/22/2026 1515Z,CYYR -SN BKN021,M10,M09,M16,M15,A3023,A3028
22. 15:35Z,8,350,300,4,4,5.0,,6SM,15SM,///023 ///024 -60.4006°;02/22/2026 1535Z,CYYR BKN023,M9,M07,M16,M15,A3023,A3027
22. 15:55Z,5,340,320,4,4,8.0,,6SM,15SM,///024 ///026 -60.4006°;02/22/2026 1555Z,CYYR BKN025,M6,M05,M15,M15,A3022,A3026
22. 16:15Z,15,350,320,3,4,6.0,,6SM,15SM,///025 ///026 -60.4006°;02/22/2026 1615Z,CYYR BKN025,M7,M05,M16,M15,A3021,A3026
22. 16:55Z,5,340,330,2,3,4.0,,6SM,15SM,CLR -60.4006°;02/22/2026 1655Z,CYYR FEW027,M5,M03,M15,M15,A3021,A3025
22. 17:15Z,15,270,330,2,3,4.0,,6SM,15SM,CLR -60.4006°;02/22/2026 1715Z,CYYR FEW027,M4,M03,M15,M15,A3020,A3025
22. 17:55Z,5,360,0,1,0,3.0,,6SM,15SM,CLR -60.4006°;02/22/2026 1755Z,CYYR FEW027,M3,M03,M15,M15,A3020,A3024
22. 18:15Z,15,0,0,0,0,,,6SM,15SM,CLR -60.4006°;02/22/2026 1815Z,CYYR FEW027,M2,M03,M15,M15,A3020,A3024
22. 18:55Z,5,40,350,2,2,4.0,,6SM,15SM,CLR -60.4006°;02/22/2026 1855Z,CYYR FEW030,M2,M03,M15,M14,A3019,A3023
22. 19:15Z,15,120,350,2,2,6.0,,6SM,15SM,CLR -60.4006°;02/22/2026 1915Z,CYYR FEW030,M3,M03,M15,M14,A3019,A3023
22. 19:55Z,5,140,120,5,6,,,6SM,15SM,CLR -60.4006°;02/22/2026 1955Z,CYYR FEW030,M8,M07,M17,M14,A3019,A3023
22. 20:15Z,15,120,120,4,6,5.0,,6SM,15SM,CLR -60.4006°;02/22/2026 2015Z,CYYR FEW030,M9,M07,M17,M14,A3019,A3023
22. 20:55Z,5,130,120,3,5,4.0,,6SM,15SM,CLR -60.4006°;02/22/2026 2055Z,CYYR FEW030,M9,M08,M17,M15,A3019,A3024
22. 21:15Z,15,140,120,3,5,,,6SM,15SM,CLR -60.4006°;02/22/2026 2115Z,CYYR FEW030,M10,M08,M17,M15,A3019,A3024
22. 21:55Z,5,360,150,1,2,,,6SM,15SM,CLR -60.4006°;02/22/2026 2155Z,CYYR SKC DENSITY ALT -3638FT SLP250=,M10,M12,M17,M16,A3020,A3025
22. 22:15Z,15,360,150,1,2,,,6SM,15SM,CLR -60.4006°;02/22/2026 2215Z,CYYR SKC DENSITY ALT -3638FT SLP250=,M12,M12,M18,M16,A3021,A3025
22. 22:55Z,5,360,350,1,3,2.0,,6SM,15SM,CLR -60.4006°;02/22/2026 2255Z,CYYR SKC DENSITY ALT -4074FT SLP251=,M15,M15,M19,M18,A3021,A3026
22. 23:15Z,15,10,350,2,3,3.0,,6SM,15SM,CLR -60.4006°;02/22/2026 2315Z,CYYR SKC DENSITY ALT -4074FT SLP251=,M14,M15,M18,M18,A3021,A3026
22. 23:55Z,5,320,340,2,3,,,6SM,15SM,CLR -60.4006°;02/22/2026 2355Z,CYYR SKC DENSITY ALT -3994FT SLP249=,M13,M15,M18,M17,A3020,A3025
23. 00:15Z,15,360,340,1,3,2.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0015Z,CYYR SKC DENSITY ALT -3994FT SLP249=,M14,M15,M18,M17,A3021,A3025
23. 00:55Z,5,360,280,1,7,2.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0055Z,CYYR SKC DENSITY ALT -4410FT SLP249=,M16,M18,M19,M19,A3021,A3025
23. 01:15Z,15,280,280,3,7,5.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0115Z,CYYR SKC DENSITY ALT -4410FT SLP249=,M16,M18,M19,M19,A3021,A3025
23. 01:55Z,5,280,260,4,7,5.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0155Z,CYYR SKC DENSITY ALT -4176FT FROIN SLP246=,M15,M16,M19,M18,A3020,A3024
23. 02:15Z,15,290,260,6,7,7.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0215Z,CYYR SKC DENSITY ALT -4176FT FROIN SLP246=,M15,M16,M18,M18,A3020,A3024
23. 02:55Z,5,280,270,5,7,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0255Z,CYYR SKC DENSITY ALT -4165FT FROIN AURBO SLP242=,M15,M16,M20,M19,A3019,A3023
23. 03:15Z,15,290,270,6,7,7.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0315Z,CYYR SKC DENSITY ALT -4165FT FROIN AURBO SLP242=,M16,M16,M20,M19,A3018,A3023
23. 03:55Z,5,310,270,6,7,8.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0355Z,CYYR SKC DENSITY ALT -4277FT AURBO SLP243=,M16,M17,M20,M20,A3019,A3023
23. 04:15Z,15,280,270,4,7,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0415Z,CYYR SKC DENSITY ALT -4277FT AURBO SLP243=,M17,M17,M21,M20,A3019,A3023
23. 04:55Z,5,280,280,5,7,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0455Z,CYYR SKC DENSITY ALT -4347FT AURBO SLP242=,M17,M18,M21,M21,A3019,A3023
23. 05:15Z,15,280,280,4,7,5.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0515Z,CYYR SKC DENSITY ALT -4347FT AURBO SLP242=,M17,M18,M22,M21,A3019,A3023
23. 05:55Z,5,300,280,5,7,7.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0555Z,CYYR SKC DENSITY ALT -4459FT AURBO SLP243=,M18,M18,M22,M21,A3020,A3023
23. 06:15Z,15,300,280,5,7,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0615Z,CYYR SKC DENSITY ALT -4459FT AURBO SLP243=,M18,M18,M22,M21,A3020,A3023
23. 06:55Z,5,290,270,5,8,7.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0655Z,CYYR SKC DENSITY ALT -4497FT AURBO SLP249=,M18,M19,M23,M22,A3021,A3025
23. 07:15Z,15,300,270,5,8,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0715Z,CYYR SKC DENSITY ALT -4497FT AURBO SLP249=,M19,M19,M23,M22,A3021,A3025
23. 07:55Z,5,290,270,4,8,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0755Z,CYYR SKC DENSITY ALT -4719FT AURBO SLP251=,M19,M20,M23,M23,A3022,A3026
23. 08:15Z,15,270,270,3,8,4.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0815Z,CYYR SKC DENSITY ALT -4719FT AURBO SLP251=,M19,M20,M24,M23,A3022,A3026
23. 08:55Z,5,310,280,3,7,5.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0855Z,CYYR SKC DENSITY ALT -4779FT AURBO SLP249=,M20,M21,M24,M24,A3022,A3025
23. 09:15Z,15,300,280,6,7,8.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0915Z,CYYR SKC DENSITY ALT -4779FT AURBO SLP249=,M20,M21,M24,M24,A3022,A3025
23. 09:55Z,5,290,270,5,7,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 0955Z,CYYR FEW250 CI1 DENSITY ALT -4737FT SLP251=,M20,M20,M24,M24,A3021,A3025
23. 10:15Z,15,280,270,5,7,7.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1015Z,CYYR FEW250 CI1 DENSITY ALT -4737FT SLP251=,M20,M20,M25,M24,A3022,A3025
23. 10:55Z,5,300,280,5,8,7.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1055Z,CYYR FEW240 CI1 DENSITY ALT -4889FT SLP252=,M20,M21,M25,M24,A3022,A3026
23. 11:15Z,15,290,280,6,8,8.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1115Z,CYYR FEW240 CI1 DENSITY ALT -4889FT SLP252=,M20,M21,M25,M24,A3022,A3026
23. 11:55Z,5,280,260,6,8,8.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1155Z,CYYR FEW240 CI1 DENSITY ALT -4695FT SLP251=,M20,M20,M25,M24,A3022,A3025
23. 12:15Z,15,280,260,4,8,5.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1215Z,CYYR FEW240 CI1 DENSITY ALT -4695FT SLP251=,M19,M20,M25,M24,A3021,A3025
23. 12:55Z,5,280,260,5,6,,,6SM,15SM,CLR -60.4006°;02/23/2026 1255Z,CYYR FEW240 CI1 DENSITY ALT -4179FT SLP251=,M17,M16,M24,M22,A3021,A3025
23. 13:15Z,15,240,260,4,6,7.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1315Z,CYYR FEW240 CI1 DENSITY ALT -4179FT SLP251=,M16,M16,M23,M22,A3021,A3025
23. 13:55Z,5,230,200,5,4,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1355Z,CYYR FEW240 CI1 DENSITY ALT -3629FT SLP248=,M15,M12,M22,M19,A3020,A3025
23. 14:15Z,15,220,200,4,4,,,6SM,15SM,CLR -60.4006°;02/23/2026 1415Z,CYYR FEW240 CI1 DENSITY ALT -3629FT SLP248=,M14,M12,M22,M19,A3020,A3025
23. 14:55Z,5,140,140,3,3,4.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1455Z,CYYR SKC DENSITY ALT -3188FT SLP246=,M8,M09,M20,M19,A3019,A3024
23. 15:15Z,15,120,140,2,3,3.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1515Z,CYYR SKC DENSITY ALT -3188FT SLP246=,M10,M09,M21,M19,A3019,A3024
23. 15:55Z,5,360,0,1,0,,,6SM,15SM,CLR -60.4006°;02/23/2026 1555Z,CYYR SKC DENSITY ALT -2497FT SLP236=,M2,M04,M19,M20,A3018,A3021
23. 16:15Z,15,170,0,2,0,4.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1615Z,CYYR SKC DENSITY ALT -2497FT SLP236=,M1,M04,M19,M20,A3017,A3021
23. 16:55Z,5,360,140,1,4,,,6SM,15SM,CLR -60.4006°;02/23/2026 1655Z,CYYR SKC DENSITY ALT -2434FT SLP228=,M1,M04,M19,M19,A3015,A3019
23. 17:15Z,15,130,140,3,4,5.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1715Z,CYYR SKC DENSITY ALT -2434FT SLP228=,M4,M04,M20,M19,A3015,A3019
23. 17:55Z,5,80,70,4,5,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1755Z,CYYR SKC DENSITY ALT -2778FT SLP220=,M7,M07,M20,M19,A3012,A3016
23. 18:15Z,15,90,70,5,5,7.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1815Z,CYYR SKC DENSITY ALT -2778FT SLP220=,M8,M07,M19,M19,A3012,A3016
23. 18:55Z,5,90,60,4,6,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1855Z,CYYR SKC DENSITY ALT -2892FT SLP225=,M8,M07,M20,M18,A3013,A3018
23. 19:15Z,15,100,60,4,6,5.0,,6SM,15SM,CLR -60.4006°;02/23/2026 1915Z,CYYR SKC DENSITY ALT -2892FT SLP225=,M8,M07,M20,M18,A3013,A3018
23. 19:55Z,5,70,40,7,8,10.0,,3SM,15SM,CLR -60.4006°;02/23/2026 1955Z,CYYR FEW240 CI1 DENSITY ALT -2964FT SLP216=,M9,M08,M19,M19,A3011,A3015
23. 20:15Z,15,80,40,5,8,7.0,,6SM,15SM,CLR -60.4006°;02/23/2026 2015Z,CYYR FEW240 CI1 DENSITY ALT -2964FT SLP216=,M9,M08,M20,M19,A3010,A3015
23. 20:55Z,5,60,40,3,4,,,6SM,15SM,CLR -60.4006°;02/23/2026 2055Z,CYYR FEW240 CI1 DENSITY ALT -3206FT SLP212=,M10,M10,M21,M20,A3009,A3014
23. 21:15Z,15,90,40,2,4,4.0,,6SM,15SM,CLR -60.4006°;02/23/2026 2115Z,CYYR FEW240 CI1 DENSITY ALT -3206FT SLP212=,M10,M10,M21,M20,A3010,A3014
23. 21:55Z,5,80,60,5,6,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 2155Z,CYYR FEW240 CI1 DENSITY ALT -3705FT SLP215=,M13,M14,M22,M21,A3009,A3015
23. 22:15Z,15,80,60,4,6,6.0,,6SM,15SM,CLR -60.4006°;02/23/2026 2215Z,CYYR FEW240 CI1 DENSITY ALT -3705FT SLP215=,M15,M14,M23,M21,A3010,A3015
23. 22:55Z,5,70,40,3,5,4.0,,6SM,15SM,CLR -60.4006°;02/23/2026 2255Z,CYYR FEW240 CI1 DENSITY ALT -4132FT SLP212=,M16,M17,M23,M22,A3010,A3014
23. 23:55Z,5,180,140,3,4,4.0,,6SM,15SM,CLR -60.4006°;02/23/2026 2355Z,CYYR FEW240 CI2 DENSITY ALT -4327FT SLP214=,M17,M18,M23,M22,A3011,A3014
24. 00:15Z,15,160,140,3,4,,,6SM,15SM,CLR -60.4006°;02/24/2026 0015Z,CYYR FEW240 CI2 DENSITY ALT -4327FT SLP214=,M18,M18,M23,M22,A3010,A3014
24. 00:55Z,5,300,230,2,4,3.0,,6SM,15SM,CLR -60.4006°;02/24/2026 0055Z,CYYR FEW240 CI1 DENSITY ALT -4624FT SLP210=,M18,M20,M23,M23,A3010,A3013
24. 01:15Z,15,360,230,1,4,3.0,,6SM,15SM,CLR -60.4006°;02/24/2026 0115Z,CYYR FEW240 CI1 DENSITY ALT -4624FT SLP210=,M18,M20,M23,M23,A3009,A3013
24. 01:55Z,5,130,200,2,3,3.0,,6SM,15SM,CLR -60.4006°;02/24/2026 0155Z,CYYR FEW240 CI1 DENSITY ALT -4841FT SLP200=,M20,M22,M24,M25,A3007,A3011
24. 02:15Z,15,170,200,2,3,,,6SM,15SM,CLR -60.4006°;02/24/2026 0215Z,CYYR FEW240 CI1 DENSITY ALT -4841FT SLP200=,M20,M22,M24,M25,A3007,A3011
24. 02:55Z,5,0,190,0,2,,,6SM,15SM,CLR -60.4006°;02/24/2026 0255Z,CYYR BKN220 CI5 DENSITY ALT -4593FT SLP190=,M21,M21,M24,M23,A3006,A3008
24. 03:15Z,15,360,190,1,2,2.0,,6SM,15SM,CLR -60.4006°;02/24/2026 0315Z,CYYR BKN220 CI5 DENSITY ALT -4593FT SLP190=,M21,M21,M24,M23,A3004,A3008
24. 03:55Z,5,240,150,8,2,20.0,,6SM,15SM,CLR MAX WND 25020KT -60.4006°;02/24/2026 0355Z,CYYR BKN220 CI6 DENSITY ALT -4496FT SLP187=,M20,M20,M24,M22,A3003,A3007
24. 04:15Z,15,0,150,0,2,,,6SM,15SM,CLR -60.4006°;02/24/2026 0415Z,CYYR BKN220 CI6 DENSITY ALT -4496FT SLP187=,M20,M20,M24,M22,A3003,A3007
24. 04:55Z,5,20,320,2,2,3.0,,6SM,15SM,CLR -60.4006°;02/24/2026 0455Z,CYYR BKN220 CI6 DENSITY ALT -4600FT FROIN SLP180=,M20,M21,M23,M23,A3001,A3005
24. 05:15Z,15,50,320,2,2,4.0,,6SM,15SM,CLR -60.4006°;02/24/2026 0515Z,CYYR BKN220 CI6 DENSITY ALT -4600FT FROIN SLP180=,M19,M21,M23,M23,A3000,A3005
24. 05:55Z,5,250,290,13,3,23.0,,6SM,15SM,CLR MAX WND 24023KT -60.4006°;02/24/2026 0555Z,CYYR BKN220 CI7 DENSITY ALT -4735FT SLP172=,M14,M22,M20,M24,A2998,A3002
24. 06:15Z,15,360,290,1,3,2.0,,6SM,15SM,CLR -60.4006°;02/24/2026 0615Z,CYYR BKN220 CI7 DENSITY ALT -4735FT SLP172=,M18,M22,M23,M24,A2998,A3002
24. 06:55Z,5,360,290,1,4,2.0,,6SM,15SM,CLR -60.4006°;02/24/2026 0655Z,CYYR FEW025 BKN210,M19,M22,M23,M24,A2996,A2999
24. 07:15Z,11,340,300,3,5,5.0,,6SM,15SM,///020 ///021 -60.4006°;02/24/2026 0715Z,CYYR BKN020 BKN210,M19,M20,M23,M22,A2994,A2997
24. 07:35Z,9,270,300,2,5,4.0,,6SM,15SM,///020 -60.4006°;02/24/2026 0735Z,CYYR BKN020 BKN210,M19,M20,M22,M22,A2993,A2997
24. 07:55Z,5,280,270,3,6,5.0,,6SM,15SM,///021 -60.4006°;02/24/2026 0755Z,CYYR OVC021,M18,M19,M22,M22,A2992,A2995
24. 08:15Z,13,360,170,1,3,4.0,,6SM,15SM,///021 ///022 ///023 -60.4006°;02/24/2026 0815Z,CYYR -SN OVC023,M18,M19,M22,M21,A2990,A2993
24. 08:35Z,7,170,170,4,3,5.0,,6SM,15SM,///022 -60.4006°;02/24/2026 0835Z,CYYR -SN OVC023,M18,M19,M22,M21,A2989,A2993
24. 08:55Z,5,160,180,3,2,4.0,,6SM,15SM,///029 ///031 ///033 ///034 -60.4006°;02/24/2026 0855Z,CYYR -SN BKN023 OVC032,M18,M18,M21,M20,A2988,A2992
24. 09:15Z,15,160,180,3,2,4.0,,6SM,15SM,///003 ///026 ///036 ///037 CLD LYR BLO -60.4006°;02/24/2026 0915Z,CYYR -SN BKN023 OVC032,M18,M18,M22,M20,A2987,A2992
24. 09:55Z,5,360,190,1,2,2.0,,6SM,10SM,///005 ///014 -60.4006°;02/24/2026 0955Z,CYYR -SN BKN015 OVC030,M18,M17,M21,M20,A2985,A2988
24. 10:15Z,10,250,240,2,3,3.0,,6SM,5SM,///004 ///005 ///006 ///015 -60.4006°;02/24/2026 1015Z,CYYR -SN BKN016 OVC030,M17,M17,M21,M20,A2983,A2986
24. 10:35Z,10,230,240,2,3,4.0,,6SM,5SM,///015 -60.4006°;02/24/2026 1035Z,CYYR -SN BKN016 OVC030,M17,M17,M21,M20,A2982,A2986
24. 10:55Z,5,230,220,3,4,,,4SM,3SM,///015 -60.4006°;02/24/2026 1055Z,CYYR -SN OVC016,M17,M17,M21,M19,A2981,A2985
24. 11:15Z,15,230,220,2,4,3.0,,M1/4SM,3SM,FG ///015 ///016 -60.4006°;02/24/2026 1115Z,CYYR -SN OVC016,M17,M17,M20,M19,A2980,A2985
24. 11:55Z,1,270,220,3,5,4.0,,M1/4SM,2SM,FG ///002 ///018 CLD LYR BLO -60.4006°;02/24/2026 1155Z,CYYR -SN OVC018,M16,M16,M20,M18,A2978,A2982
24. 12:15Z,5,280,0,3,0,5.0,,M1/4SM,3/4SM,FG ///002 -60.4006°;02/24/2026 1215Z,CYYR -SN OVC019,M16,M16,M19,M18,A2977,A2981
24. 12:35Z,5,320,320,3,4,,,M1/4SM,5/8SM,FG CLR -60.4006°;02/24/2026 1235Z,CYYR -SN OVC017,M15,M14,M18,M16,A2975,A2980
24. 12:55Z,5,360,340,4,5,7.0,,M1/4SM,1/2SM,FG CLR -60.4006°;02/24/2026 1255Z,CYYR SN VV005,M14,M14,M17,M16,A2974,A2978
24. 13:15Z,7,10,360,5,6,7.0,,M1/4SM,3/4SM,FG CLR -60.4006°;02/24/2026 1315Z,CYYR -SN VV005,M13,M13,M17,M15,A2973,A2978
24. 13:35Z,6,30,10,6,7,8.0,,M1/4SM,3/4SM,FG CLR -60.4006°;02/24/2026 1335Z,CYYR -SN OVC019,M13,M13,M16,M15,A2972,A2977
24. 13:55Z,5,30,10,8,10,13.0,,M1/4SM,2SM,FG CLR -60.4006°;02/24/2026 1355Z,CYYR -SN BKN018 OVC027,M12,M11,M15,M13,A2971,A2975
24. 14:15Z,15,30,10,11,10,15.0,,6SM,2SM,CLR -60.4006°;02/24/2026 1415Z,CYYR -SN BKN018 OVC027,M11,M11,M15,M13,A2969,A2975
24. 14:35Z,0,40,360,10,9,15.0,15.0,1 3/4SM,1SM,BR ///002 ///003 CLD LYR BLO -60.4006°;02/24/2026 1435Z,CYYR -SN OVC018,M10,M10,M14,M13,A2968,A2973
24. 14:55Z,5,40,360,12,12,16.0,,2SM,1SM,BR ///001 ///002 ///005 CLD LYR BLO -60.4006°;02/24/2026 1455Z,CYYR -SN OVC016,M10,M09,M14,M12,A2967,A2972
24. 15:15Z,3,40,360,12,13,17.0,,1 3/4SM,3/4SM,BR ///002 ///006 CLD LYR BLO -60.4006°;02/24/2026 1515Z,CYYR -SN VV008,M9,M09,M13,M12,A2966,A2971
24. 15:55Z,5,10,360,11,15,17.0,,2SM,3/4SM,BR ///001 ///002 ///004 ///015 CLD LYR BLO MAX WND 01017KT -60.4006°;02/24/2026 1555Z,CYYR -SN VV005,M9,M09,M13,M12,A2964,A2969
24. 16:15Z,14,20,360,14,13,20.0,22.0,1 1/2SM,1SM,BR ///002 MAX WND 02020KT -60.4006°;02/24/2026 1615Z,CYYR -SN OVC010,M10,M10,M13,M12,A2963,A2967
24. 16:35Z,6,10,360,15,13,20.0,22.0,2SM,1SM,BR ///001 ///002 CLD LYR BLO -60.4006°;02/24/2026 1635Z,CYYR -SN OVC010,M10,M10,M14,M12,A2962,A2967
24. 16:55Z,5,10,360,14,15,18.0,21.0,2SM,1SM,BR ///002 ///003 CLD LYR BLO -60.4006°;02/24/2026 1655Z,CYYR -SN OVC010,M10,M09,M13,M12,A2961,A2965
24. 17:15Z,14,20,360,14,14,17.0,19.0,2SM,1 1/2SM,BR ///002 -60.4006°;02/24/2026 1715Z,CYYR -SN OVC010,M10,M09,M13,M12,A2960,A2964
24. 17:35Z,6,10,360,14,14,17.0,19.0,3SM,1 1/2SM,///002 -60.4006°;02/24/2026 1735Z,CYYR -SN OVC010,M10,M09,M13,M12,A2959,A2964
24. 17:55Z,5,10,360,12,13,15.0,19.0,4SM,1 3/4SM,CLR -60.4006°;02/24/2026 1755Z,CYYR -SN BKN010 OVC020,M10,M09,M13,M13,A2959,A2964
24. 18:15Z,15,10,360,12,13,16.0,19.0,6SM,1 3/4SM,CLR -60.4006°;02/24/2026 1815Z,CYYR -SN BKN010 OVC020,M10,M09,M14,M13,A2958,A2964
24. 18:35Z,3,10,360,15,14,19.0,21.0,5SM,1SM,///002 -60.4006°;02/24/2026 1835Z,CYYR -SN DRSN OVC010,M10,M09,M14,M13,A2958,A2963
24. 18:55Z,5,20,10,16,16,20.0,23.0,3SM,1SM,CLR -60.4006°;02/24/2026 1855Z,CYYR -SN DRSN OVC010,M10,M10,M14,M12,A2958,A2963
24. 19:15Z,3,20,360,13,14,16.0,,6SM,1 1/2SM,CLR -60.4006°;02/24/2026 1915Z,CYYR -SN DRSN BKN010 OVC022,M10,M10,M14,M12,A2958,A2963
24. 19:35Z,8,10,360,14,11,18.0,16.0,6SM,1SM,///002 -60.4006°;02/24/2026 1935Z,CYYR -SN DRSN OVC010,M10,M10,M14,M12,A2958,A2963
24. 19:55Z,5,10,360,13,12,18.0,20.0,1 1/2SM,1SM,BR CLR -60.4006°;02/24/2026 1955Z,CYYR -SN DRSN OVC010,M10,M10,M14,M12,A2958,A2962
24. 20:15Z,1,20,360,14,12,19.0,19.0,1 1/2SM,1 3/4SM,BR CLR -60.4006°;02/24/2026 2015Z,CYYR -SN DRSN BKN010 OVC020,M10,M10,M14,M12,A2957,A2962
