Column2;Column3
METAR 300534066581040 210755Z AUTO 01019G25KT 6SM ///047 ///049 ///050 M4/M8 A2985 RMK AO2 SLPNO MAX WND 01025KT 53.3075° -60.4006°;02/21/2026 0755Z
METAR 300534066581040 210735Z AUTO 01019G23KT 6SM ///048 ///055 M5/M8 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0735Z
METAR 300534066581040 210715Z AUTO 01021G27KT 6SM ///050 M5/M8 A2984 RMK AO2 SLPNO MAX WND 01027KT 53.3075° -60.4006°;02/21/2026 0715Z
METAR 300534066581040 210655Z AUTO 01020G30KT 6SM ///048 ///050 M5/M8 A2984 RMK AO2 SLPNO MAX WND 01030KT 53.3075° -60.4006°;02/21/2026 0655Z
METAR 300534066581040 210635Z AUTO 01015G17KT 6SM CLR M5/M8 A2983 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0635Z
METAR 300534066581040 210615Z AUTO 01018G22KT 6SM CLR M5/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0615Z
METAR 300534066581040 210555Z AUTO 01015G23KT 6SM CLR M5/M9 A2983 RMK AO2 SLPNO MAX WND 01023KT 53.3075° -60.4006°;02/21/2026 0555Z
METAR 300534066581040 210535Z AUTO 01014G18KT 6SM CLR M5/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0535Z
METAR 300534066581040 210515Z AUTO 02012G15KT 6SM CLR M5/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0515Z
METAR 300534066581040 210455Z AUTO 01013G17KT 6SM CLR M5/M9 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0455Z
METAR 300534066581040 210435Z AUTO 02011G15KT 6SM CLR M6/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0435Z
METAR 300534066581040 210415Z AUTO 01011G15KT 6SM CLR M6/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0415Z
METAR 300534066581040 210355Z AUTO 03010G15KT 6SM CLR M6/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0355Z
METAR 300534066581040 210335Z AUTO 03009G12KT 6SM CLR M5/M9 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0335Z
METAR 300534066581040 210315Z AUTO 02009G11KT 6SM CLR M5/M9 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0315Z
METAR 300534066581040 210255Z AUTO 01012G16KT 6SM CLR M5/M9 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0255Z
METAR 300534066581040 210235Z AUTO 36014G17KT 6SM CLR M5/M9 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0235Z
METAR 300534066581040 210215Z AUTO 01017G25KT 6SM CLR M5/M9 A2979 RMK AO2 SLPNO MAX WND 01025KT 53.3075° -60.4006°;02/21/2026 0215Z
METAR 300534066581040 210155Z AUTO 01013G16KT 6SM CLR M5/M9 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0155Z
METAR 300534066581040 210135Z AUTO 02012G16KT 6SM CLR M5/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0135Z
METAR 300534066581040 210115Z AUTO 01010G15KT 6SM CLR M6/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0115Z
METAR 300534066581040 210055Z AUTO 36006G09KT 6SM CLR M6/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0055Z
METAR 300534066581040 210035Z AUTO 36004G06KT 6SM CLR M7/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0035Z
METAR 300534066581040 210015Z AUTO 27003G04KT 6SM CLR M8/M10 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0015Z
METAR 300534066581040 202355Z AUTO 25003G04KT 6SM CLR M8/M11 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2355Z
METAR 300534066581040 202335Z AUTO 36001G02KT 6SM CLR M9/M11 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2335Z
METAR 300534066581040 202315Z AUTO 20002G03KT 6SM CLR M9/M11 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2315Z
METAR 300534066581040 202255Z AUTO 22002KT 6SM CLR M9/M12 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2255Z
METAR 300534066581040 202235Z AUTO 26004KT 6SM CLR M9/M12 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2235Z
METAR 300534066581040 202215Z AUTO 26004G05KT 6SM CLR M9/M12 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2215Z
METAR 300534066581040 202155Z AUTO 26004KT 6SM CLR M9/M12 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2155Z
METAR 300534066581040 202135Z AUTO 25004G06KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2135Z
METAR 300534066581040 202115Z AUTO 28005G06KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2115Z
METAR 300534066581040 202055Z AUTO 29004G06KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2055Z
METAR 300534066581040 202035Z AUTO 29004G06KT 6SM CLR M9/M13 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2035Z
METAR 300534066581040 202015Z AUTO 31005G06KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2015Z
METAR 300534066581040 201955Z AUTO 33006G07KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1955Z
METAR 300534066581040 201935Z AUTO 34008G09KT 6SM CLR M9/M13 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1935Z
METAR 300534066581040 201915Z AUTO 35008G12KT 6SM CLR M9/M13 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1915Z
METAR 300534066581040 201855Z AUTO 33008G10KT 6SM CLR M9/M13 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1855Z
METAR 300534066581040 201835Z AUTO 34007G09KT 6SM CLR M9/M13 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1835Z
METAR 300534066581040 201815Z AUTO 33007G09KT 6SM CLR M10/M14 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1815Z
METAR 300534066581040 201755Z AUTO 33007G10KT 6SM CLR M10/M14 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1755Z
METAR 300534066581040 201735Z AUTO 34007G09KT 6SM CLR M10/M15 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1735Z
METAR 300534066581040 201715Z AUTO 34007G08KT 6SM CLR M11/M15 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1715Z
METAR 300534066581040 201655Z AUTO 34008G09KT 6SM CLR M11/M15 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1655Z
METAR 300534066581040 201635Z AUTO 34009G11KT 6SM CLR M11/M15 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1635Z
METAR 300534066581040 201615Z AUTO 34008G10KT 6SM CLR M11/M15 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1615Z
METAR 300534066581040 201555Z AUTO 34009G11KT 6SM CLR M11/M15 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1555Z
METAR 300534066581040 201535Z AUTO 33010G14KT 6SM CLR M12/M16 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1535Z
METAR 300534066581040 201515Z AUTO 33008G10KT 6SM CLR M12/M16 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1515Z
METAR 300534066581040 201455Z AUTO 34008G11KT 6SM CLR M12/M16 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1455Z
METAR 300534066581040 201435Z AUTO 34008G10KT 6SM CLR M12/M16 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1435Z
METAR 300534066581040 201415Z AUTO 32007G10KT 6SM CLR M13/M17 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1415Z
METAR 300534066581040 201355Z AUTO 32007G08KT 6SM CLR M13/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1355Z
METAR 300534066581040 201335Z AUTO 31008G10KT 6SM CLR M13/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1335Z
METAR 300534066581040 201315Z AUTO 33008G10KT 6SM CLR M13/M17 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1315Z
METAR 300534066581040 201255Z AUTO 32007G09KT 6SM CLR M14/M18 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1255Z
METAR 300534066581040 201235Z AUTO 32008G11KT 6SM CLR M14/M18 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1235Z
METAR 300534066581040 201215Z AUTO 32009G13KT 6SM CLR M14/M17 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1215Z
METAR 300534066581040 201155Z AUTO 32009G11KT 6SM CLR M14/M17 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1155Z
METAR 300534066581040 201135Z AUTO 29009G12KT 6SM CLR M14/M17 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1135Z
METAR 300534066581040 201115Z AUTO 32008G12KT 6SM CLR M14/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1115Z
METAR 300534066581040 201055Z AUTO 29008G11KT 6SM CLR M14/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1055Z
METAR 300534066581040 201035Z AUTO 31007G09KT 6SM CLR M14/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1035Z
METAR 300534066581040 201015Z AUTO 31008G11KT 6SM CLR M14/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1015Z
METAR 300534066581040 200955Z AUTO 29007G11KT 6SM CLR M13/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0955Z
No METAR;02/20/2026 0936Z
METAR 300534066581040 200935Z AUTO 32010G15KT 6SM CLR M13/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0935Z
METAR 300534066581040 200915Z AUTO 32009G11KT 6SM CLR M13/M17 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0915Z
METAR 300534066581040 200855Z AUTO 30009G13KT 6SM CLR M13/M16 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0855Z
METAR 300534066581040 200835Z AUTO 31007G08KT 6SM CLR M13/M16 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0835Z
METAR 300534066581040 200815Z AUTO 31007G08KT 6SM CLR M13/M16 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0815Z
METAR 300534066581040 200755Z AUTO 29007G10KT 6SM CLR M12/M16 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0755Z
METAR 300534066581040 200735Z AUTO 30008G13KT 6SM CLR M12/M16 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0735Z
METAR 300534066581040 200715Z AUTO 28007G09KT 6SM CLR M12/M15 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0715Z
METAR 300534066581040 200655Z AUTO 29008G10KT 6SM CLR M12/M15 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0655Z
METAR 300534066581040 200635Z AUTO 29008G10KT 6SM CLR M12/M15 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0635Z
METAR 300534066581040 200615Z AUTO 28010G14KT 6SM CLR M11/M15 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0615Z
METAR 300534066581040 200555Z AUTO 28009G12KT 6SM CLR M11/M14 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0555Z
METAR 300534066581040 200535Z AUTO 28011G15KT 6SM CLR M11/M14 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0535Z
METAR 300534066581040 200515Z AUTO 28010G14KT 6SM CLR M11/M14 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0515Z
METAR 300534066581040 200455Z AUTO 28009G11KT 6SM CLR M11/M14 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0455Z
METAR 300534066581040 200435Z AUTO 28011G13KT 6SM CLR M10/M14 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0435Z
METAR 300534066581040 200415Z AUTO 28011G14KT 6SM CLR M10/M14 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0415Z
METAR 300534066581040 200355Z AUTO 28012G15KT 6SM CLR M10/M13 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0355Z
METAR 300534066581040 200335Z AUTO 28009G12KT 6SM CLR M9/M13 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0335Z
METAR 300534066581040 200315Z AUTO 30010G13KT 6SM CLR M9/M12 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0315Z
METAR 300534066581040 200255Z AUTO 29010G6KT 6SM CLR M8/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0255Z
METAR 300534066581040 200235Z AUTO 30010G13KT 6SM CLR M8/M11 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0235Z
METAR 300534066581040 200215Z AUTO 31009G12KT 6SM CLR M7/M10 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0215Z
METAR 300534066581040 200155Z AUTO 31010G14KT 6SM CLR M6/M10 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0155Z
METAR 300534066581040 200135Z AUTO 32009G12KT 6SM CLR M6/M9 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0135Z
METAR 300534066581040 200115Z AUTO 33008G10KT 6SM CLR M6/M9 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0115Z
METAR 300534066581040 200055Z AUTO 33008G10KT 6SM CLR M5/M9 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0055Z
METAR 300534066581040 200035Z AUTO 33010G14KT 6SM CLR M5/M8 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0035Z
METAR 300534066581040 200015Z AUTO 32008G11KT 6SM CLR M5/M8 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 0015Z
METAR 300534066581040 192355Z AUTO 32006G08KT 6SM CLR M5/M7 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 2355Z
METAR 300534066581040 192335Z AUTO 32004G06KT 6SM CLR M5/M7 A2973 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 2335Z
METAR 300534066581040 192315Z AUTO 31004KT 6SM ///002 M5/M7 A2973 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 2315Z
METAR 300534066581040 192255Z AUTO 31005G06KT 6SM ///002 M4/M8 A2973 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 2255Z
METAR 300534066581040 192235Z AUTO 31006G08KT 6SM CLR M4/M8 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 2235Z
METAR 300534066581040 192215Z AUTO 31005G06KT 6SM ///002 M4/M8 A2973 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 2215Z
METAR 300534066581040 192155Z AUTO 31005G07KT 6SM CLR M4/M8 A2973 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 2155Z
METAR 300534066581040 192135Z AUTO 30004G06KT 6SM ///002 M4/M8 A2973 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 2135Z
METAR 300534066581040 192115Z AUTO 31004G05KT 6SM ///002 ///004 M4/M8 A2972 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/19/2026 2115Z
METAR 300534066581040 192055Z AUTO 29005G06KT 6SM ///003 ///006 M4/M7 A2972 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/19/2026 2055Z
METAR 300534066581040 192035Z AUTO 29006G09KT 5SM ///001 ///002 M3/M7 A2971 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/19/2026 2035Z
METAR 300534066581040 192015Z AUTO 28005G06KT 6SM ///002 ///006 ///016 M3/M7 A2971 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/19/2026 2015Z
METAR 300534066581040 191955Z AUTO 31005KT 6SM CLR M2/M8 A2971 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1955Z
METAR 300534066581040 191935Z AUTO 32006G08KT 6SM CLR M2/M8 A2971 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1935Z
METAR 300534066581040 191915Z AUTO 33007G09KT 6SM CLR M2/M8 A2971 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1915Z
METAR 300534066581040 191855Z AUTO 35005G07KT 6SM CLR M2/M9 A2971 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1855Z
METAR 300534066581040 191835Z AUTO 33006G08KT 6SM ///029 ///031 M2/M9 A2970 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1835Z
METAR 300534066581040 191815Z AUTO 34005G07KT 6SM CLR M2/M9 A2970 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1815Z
METAR 300534066581040 191755Z AUTO 36005G07KT 6SM ///031 M2/M9 A2970 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1755Z
METAR 300534066581040 191735Z AUTO 36005G06KT 6SM ///035 ///038 ///039 ///040 M2/M9 A2971 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1735Z
METAR 300534066581040 191715Z AUTO 01006G10KT 6SM ///029 ///035 ///036 ///037 M2/M8 A2971 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1715Z
METAR 300534066581040 191655Z AUTO 36005G10KT 6SM ///031 ///033 ///036 M1/M7 A2971 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1655Z
METAR 300534066581040 191635Z AUTO 33003G04KT 6SM ///024 ///026 ///029 M2/M7 A2972 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1635Z
METAR 300534066581040 191615Z AUTO 01004G06KT 6SM ///022 ///023 ///025 ///028 M2/M6 A2972 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1615Z
METAR 300534066581040 191555Z AUTO 34003KT 6SM ///003 ///021 ///024 ///025 M2/M6 A2972 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/19/2026 1555Z
METAR 300534066581040 191535Z AUTO 26007G14KT 6SM ///008 ///022 ///027 ///028 00/M5 A2973 RMK AO2 SLPNO MAX WND 26014KT 53.3075° -60.4006°;02/19/2026 1535Z
METAR 300534066581040 191515Z AUTO 28015G27KT 4SM ///003 ///026 ///027 M1/M6 A2973 RMK AO2 CLD LYR BLO 004 SLPNO MAX WND 28027KT 53.3075° -60.4006°;02/19/2026 1515Z
METAR 300534066581040 191455Z AUTO 32007G09KT 6SM ///001 ///002 ///006 ///034 M3/M9 A2973 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/19/2026 1455Z
METAR 300534066581040 191435Z AUTO 32005G06KT 6SM ///004 ///036 ///037 M3/M9 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1435Z
METAR 300534066581040 191415Z AUTO 32004G06KT 6SM ///001 ///002 ///006 M3/M9 A2974 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/19/2026 1415Z
METAR 300534066581040 191355Z AUTO 29003G04KT 6SM ///006 ///040 M4/M9 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1355Z
METAR 300534066581040 191335Z AUTO 28003G06KT 6SM ///031 ///032 ///033 ///037 M4/M9 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1335Z
METAR 300534066581040 191315Z AUTO 28004G05KT 6SM ///033 ///034 ///035 M5/M9 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1315Z
METAR 300534066581040 191255Z AUTO 27003G04KT 6SM ///030 ///032 ///033 M4/M8 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1255Z
METAR 300534066581040 191235Z AUTO 25014G34KT 6SM ///035 ///036 ///037 M4/M9 A2975 RMK AO2 SLPNO MAX WND 25034KT 53.3075° -60.4006°;02/19/2026 1235Z
METAR 300534066581040 191215Z AUTO 31002G04KT 6SM ///035 M5/M10 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1215Z
METAR 300534066581040 191155Z AUTO 33004KT 6SM ///035 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1155Z
METAR 300534066581040 191135Z AUTO 30005G07KT 6SM ///035 ///036 ///037 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1135Z
METAR 300534066581040 191115Z AUTO 32006G07KT 6SM ///036 ///037 ///038 M5/M10 A2973 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1115Z
METAR 300534066581040 191055Z AUTO 32007G09KT 6SM ///036 ///037 ///038 M5/M10 A2973 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1055Z
METAR 300534066581040 191035Z AUTO 32007G08KT 6SM ///036 ///037 ///038 M5/M10 A2973 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1035Z
METAR 300534066581040 191015Z AUTO 32006G08KT 6SM ///036 ///037 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 1015Z
METAR 300534066581040 190955Z AUTO 32006G09KT 6SM ///035 ///036 ///037 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0955Z
METAR 300534066581040 190935Z AUTO 33006G07KT 6SM ///036 ///037 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0935Z
METAR 300534066581040 190915Z AUTO 32007G08KT 6SM ///035 ///036 ///037 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0915Z
METAR 300534066581040 190855Z AUTO 33007G08KT 6SM ///036 ///037 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0855Z
METAR 300534066581040 190835Z AUTO 34006G07KT 6SM ///035 ///036 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0835Z
METAR 300534066581040 190815Z AUTO 34007G09KT 6SM ///035 ///036 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0815Z
METAR 300534066581040 190755Z AUTO 33006G07KT 6SM ///033 ///034 ///035 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0755Z
METAR 300534066581040 190735Z AUTO 35005G06KT 6SM ///031 ///032 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0735Z
METAR 300534066581040 190715Z AUTO 34005G08KT 6SM ///031 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0715Z
METAR 300534066581040 190655Z AUTO 34004G05KT 6SM ///031 ///032 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0655Z
METAR 300534066581040 190635Z AUTO 34004G05KT 6SM ///031 M5/M11 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0635Z
METAR 300534066581040 190615Z AUTO 35003G04KT 6SM ///030 ///031 M5/M11 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0615Z
METAR 300534066581040 190555Z AUTO 36003G04KT 6SM ///030 ///032 ///033 M5/M11 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0555Z
METAR 300534066581040 190535Z AUTO 01003G04KT 6SM ///031 ///032 ///033 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0535Z
METAR 300534066581040 190515Z AUTO 01005G06KT 6SM ///032 ///033 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0515Z
METAR 300534066581040 190455Z AUTO 36005G07KT 6SM ///033 ///034 M5/M10 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0455Z
METAR 300534066581040 190435Z AUTO 34003G05KT 6SM ///033 ///034 M5/M9 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0435Z
METAR 300534066581040 190415Z AUTO 36003G04KT 6SM ///033 ///034 ///035 M5/M9 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0415Z
METAR 300534066581040 190355Z AUTO 01003KT 6SM ///031 ///032 ///035 M5/M9 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0355Z
METAR 300534066581040 190335Z AUTO 01004KT 6SM ///029 ///030 ///031 M5/M9 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0335Z
METAR 300534066581040 190315Z AUTO 01003G05KT 6SM ///025 ///027 ///028 M5/M9 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0315Z
METAR 300534066581040 190255Z AUTO 03003KT 6SM ///026 ///027 ///028 M5/M9 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0255Z
METAR 300534066581040 190235Z AUTO 03004G06KT 6SM ///033 ///034 ///035 M5/M9 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0235Z
METAR 300534066581040 190215Z AUTO 03005G07KT 6SM ///030 ///031 ///033 M5/M9 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0215Z
METAR 300534066581040 190155Z AUTO 04003G04KT 6SM ///032 ///034 ///036 M5/M10 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0155Z
METAR 300534066581040 190135Z AUTO 05005G06KT 6SM ///032 ///033 M4/M10 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0135Z
METAR 300534066581040 190115Z AUTO 04004KT 6SM ///031 ///032 M4/M9 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0115Z
METAR 300534066581040 190055Z AUTO 05004G05KT 6SM ///031 ///032 ///033 M4/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0055Z
METAR 300534066581040 190035Z AUTO 04004G05KT 6SM ///035 ///036 ///038 M4/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0035Z
METAR 300534066581040 190015Z AUTO 05003G04KT 6SM ///035 ///036 ///037 M4/M9 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/19/2026 0015Z
